"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-01 18:00","2026","02","01","18:00","","-6.4","","-8.5","","85","","0.0","","2","","41","","","","100.75","","","","-16","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-01 19:00","2026","02","01","19:00","","-6.6","","-8.5","","86","","0.0","","3","","42","","","","100.67","","","","-16","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-01 20:00","2026","02","01","20:00","","-6.0","","-7.7","","88","","0.0","","3","","43","","","","100.53","","","","-16","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-01 21:00","2026","02","01","21:00","","-5.7","","-7.2","","89","","0.0","","3","","42","","","","100.45","","","","-15","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-01 22:00","2026","02","01","22:00","","-5.7","","-7.1","","90","","0.0","","3","","45","","","","100.33","","","","-15","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-01 23:00","2026","02","01","23:00","","-5.8","","-6.9","","92","","0.0","","2","","51","","","","100.16","","","","-16","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-02 00:00","2026","02","02","00:00","","-5.5","","-6.6","","92","","0.0","","2","","49","","","","100.08","","","","-16","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-02 01:00","2026","02","02","01:00","","-4.9","","-5.7","","94","","0.0","","2","","47","","","","100.04","","","","-15","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-02 02:00","2026","02","02","02:00","","-4.5","","-5.7","","91","","0.0","","1","","46","","","","99.98","","","","-14","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-02 03:00","2026","02","02","03:00","","-4.3","","-5.5","","91","","0.0","","2","","50","","","","99.94","","","","-14","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-02 04:00","2026","02","02","04:00","","-4.2","","-5.1","","94","","0.0","","1","","42","","","","99.92","","","","-13","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-02 05:00","2026","02","02","05:00","","-4.4","","-5.5","","92","","0.0","","1","","46","","","","99.97","","","","-14","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-02 06:00","2026","02","02","06:00","","-4.6","","-5.5","","93","","0.0","","1","","36","","","","99.98","","","","-13","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-02 07:00","2026","02","02","07:00","","-4.6","","-6.0","","90","","0.0","","1","","34","","","","100.07","","","","-13","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-02 08:00","2026","02","02","08:00","","-4.5","","-6.1","","88","","0.0","","1","","40","","","","100.15","","","","-13","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-02 09:00","2026","02","02","09:00","","-4.2","","-5.8","","89","","0.0","","1","","38","","","","100.24","","","","-13","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-02 10:00","2026","02","02","10:00","","-4.2","","-5.6","","90","","0.0","","36","","38","","","","100.30","","","","-13","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-02 11:00","2026","02","02","11:00","","-3.9","","-5.6","","88","","0.0","","36","","38","","","","100.34","","","","-12","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-02 12:00","2026","02","02","12:00","","-4.0","","-5.3","","90","","0.0","","36","","38","","","","100.35","","","","-13","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-02 13:00","2026","02","02","13:00","","-3.6","","-5.6","","86","","0.0","","36","","42","","","","100.35","","","","-12","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-02 14:00","2026","02","02","14:00","","-3.5","","-5.6","","85","","0.0","","35","","40","","","","100.35","","","","-12","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-02 15:00","2026","02","02","15:00","","-3.0","","-5.5","","83","","0.0","","35","","35","","","","100.40","","","","-11","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-02 16:00","2026","02","02","16:00","","-2.7","","-5.1","","83","","0.0","","35","","36","","","","100.46","","","","-11","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-02 17:00","2026","02","02","17:00","","-2.7","","-5.0","","84","","0.0","","36","","32","","","","100.59","","","","-10","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-02 18:00","2026","02","02","18:00","","-2.5","","-5.2","","82","","0.0","","36","","28","","","","100.67","","","","-10","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-02 19:00","2026","02","02","19:00","","-2.3","","-4.9","","82","","0.0","","36","","26","","","","100.77","","","","-9","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-02 20:00","2026","02","02","20:00","","-2.0","","-4.9","","80","","0.0","","36","","27","","","","100.82","","","","-9","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-02 21:00","2026","02","02","21:00","","-2.2","","-4.4","","85","","0.0","","32","","18","","","","100.86","","","","-8","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-02 22:00","2026","02","02","22:00","","-2.2","","-4.9","","82","","0.0","","34","","20","","","","100.92","","","","-8","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-02 23:00","2026","02","02","23:00","","-2.1","","-5.3","","79","","0.0","","33","","21","","","","100.94","","","","-8","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-03 00:00","2026","02","03","00:00","","-2.5","","-5.1","","82","","0.0","","33","","22","","","","100.96","","","","-9","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-03 01:00","2026","02","03","01:00","","-2.9","","-5.5","","82","","0.0","","33","","21","","","","101.01","","","","-9","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-03 02:00","2026","02","03","02:00","","-3.1","","-5.5","","83","","0.0","","33","","20","","","","101.07","","","","-9","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-03 03:00","2026","02","03","03:00","","-3.6","","-5.5","","86","","0.0","","32","","21","","","","101.14","","","","-10","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-03 04:00","2026","02","03","04:00","","-3.7","","-5.6","","86","","0.0","","33","","22","","","","101.17","","","","-10","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-03 05:00","2026","02","03","05:00","","-3.6","","-5.4","","87","","0.0","","33","","20","","","","101.24","","","","-10","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-03 06:00","2026","02","03","06:00","","-3.5","","-5.3","","87","","0.0","","34","","18","","","","101.30","","","","-9","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-03 07:00","2026","02","03","07:00","","-3.8","","-5.3","","89","","0.0","","32","","18","","","","101.36","","","","-10","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-03 08:00","2026","02","03","08:00","","-4.3","","-5.7","","90","","0.0","","32","","20","","","","101.43","","","","-11","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-03 09:00","2026","02","03","09:00","","-4.7","","-6.2","","89","","0.0","","32","","19","","","","101.50","","","","-11","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-03 10:00","2026","02","03","10:00","","-4.4","","-6.2","","87","","0.0","","33","","16","","","","101.52","","","","-10","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-03 11:00","2026","02","03","11:00","","-3.6","","-5.6","","87","","0.0","","33","","13","","","","101.58","","","","-8","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-03 12:00","2026","02","03","12:00","","-3.1","","-5.1","","86","","0.0","","33","","10","","","","101.58","","","","-7","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-03 13:00","2026","02","03","13:00","","-3.4","","-5.4","","86","","0.0","","36","","11","","","","101.58","","","","-8","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-03 14:00","2026","02","03","14:00","","-3.1","","-5.2","","86","","0.0","","35","","9","","","","101.61","","","","-7","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-03 15:00","2026","02","03","15:00","","-3.1","","-5.1","","86","","0.0","","36","","9","","","","101.64","","","","-7","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-03 16:00","2026","02","03","16:00","","-3.2","","-5.0","","87","","0.0","","2","","8","","","","101.66","","","","-6","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-03 17:00","2026","02","03","17:00","","-3.1","","-4.9","","87","","0.0","","1","","5","","","","101.71","","","","-5","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-03 18:00","2026","02","03","18:00","","-3.0","","-4.6","","89","","0.0","","8","","6","","","","101.76","","","","-5","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-03 19:00","2026","02","03","19:00","","-3.3","","-4.8","","89","","0.0","","22","","4","","","","101.79","","","","-5","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-03 20:00","2026","02","03","20:00","","-3.2","","-4.8","","89","","0.0","","10","","6","","","","101.80","","","","-6","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-03 21:00","2026","02","03","21:00","","-3.3","","-4.7","","90","","0.0","","12","","5","","","","101.81","","","","-5","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-03 22:00","2026","02","03","22:00","","-3.4","","-4.7","","90","","0.0","","16","","5","","","","101.81","","","","-5","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-03 23:00","2026","02","03","23:00","","-3.5","","-4.8","","90","","0.0","","21","","6","","","","101.82","","","","-6","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-04 00:00","2026","02","04","00:00","","-3.7","","-4.8","","92","","0.0","","23","","5","","","","101.82","","","","-6","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-04 01:00","2026","02","04","01:00","","-4.1","","-5.0","","93","","0.0","","22","","5","","","","101.79","","","","-6","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-04 02:00","2026","02","04","02:00","","-4.4","","-5.3","","93","","0.0","","20","","5","","","","101.78","","","","-7","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-04 03:00","2026","02","04","03:00","","-4.3","","-5.4","","92","","0.0","","18","","7","","","","101.76","","","","-7","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-04 04:00","2026","02","04","04:00","","-3.7","","-4.8","","92","","0.0","","16","","6","","","","101.76","","","","-6","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-04 05:00","2026","02","04","05:00","","-3.3","","-4.4","","92","","0.0","","16","","6","","","","101.75","","","","-6","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-04 06:00","2026","02","04","06:00","","-3.1","","-4.2","","92","","0.0","","16","","7","","","","101.72","","","","-6","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-04 07:00","2026","02","04","07:00","","-3.1","","-4.2","","92","","0.0","","15","","8","","","","101.71","","","","-6","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-04 08:00","2026","02","04","08:00","","-3.2","","-4.2","","93","","0.0","","17","","7","","","","101.72","","","","-6","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-04 09:00","2026","02","04","09:00","","-2.9","","-4.0","","92","","0.0","","16","","5","","","","101.72","","","","-5","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-04 10:00","2026","02","04","10:00","","-2.7","","-4.0","","91","","0.0","","17","","5","","","","101.69","","","","-5","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-04 11:00","2026","02","04","11:00","","-2.3","","-3.6","","91","","0.0","","16","","6","","","","101.66","","","","-5","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-04 12:00","2026","02","04","12:00","","-2.4","","-3.7","","91","","0.0","","14","","7","","","","101.60","","","","-5","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-04 13:00","2026","02","04","13:00","","-2.4","","-3.6","","92","","0.0","","15","","6","","","","101.54","","","","-5","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-04 14:00","2026","02","04","14:00","","-2.0","","-3.4","","90","","0.0","","","","0","","","","101.45","","","","","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-04 15:00","2026","02","04","15:00","","-2.3","","-3.7","","90","","0.0","","14","","6","","","","101.41","","","","-5","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-04 16:00","2026","02","04","16:00","","-2.4","","-3.9","","90","","0.0","","15","","7","","","","101.38","","","","-5","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-04 17:00","2026","02","04","17:00","","-2.5","","-4.0","","89","","0.0","","14","","5","","","","101.34","","","","-4","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-04 18:00","2026","02","04","18:00","","-2.7","","-4.0","","91","","0.0","","15","","5","","","","101.32","","","","-5","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-04 19:00","2026","02","04","19:00","","-2.8","","-4.2","","90","","0.0","","15","","5","","","","101.30","","","","-5","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-04 20:00","2026","02","04","20:00","","-2.8","","-4.2","","91","","0.0","","","","0","","","","101.28","","","","","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-04 21:00","2026","02","04","21:00","","-3.1","","-4.3","","92","","0.0","","","","0","","","","101.24","","","","","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-04 22:00","2026","02","04","22:00","","-2.9","","-3.8","","93","","0.0","","29","","6","","","","101.22","","","","-5","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-04 23:00","2026","02","04","23:00","","-2.7","","-3.6","","94","","0.0","","33","","9","","","","101.17","","","","-6","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-05 00:00","2026","02","05","00:00","","-2.9","","-3.8","","93","","0.0","","30","","6","","","","101.14","","","","-5","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-05 01:00","2026","02","05","01:00","","-3.1","","-3.9","","94","","0.0","","31","","4","","","","101.09","","","","-5","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-05 02:00","2026","02","05","02:00","","-3.4","","-4.2","","94","","0.0","","27","","6","","","","101.10","","","","-6","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-05 03:00","2026","02","05","03:00","","-3.1","","-4.0","","94","","0.0","","26","","10","","","","101.08","","","","-7","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-05 04:00","2026","02","05","04:00","","-3.3","","-4.3","","92","","0.0","","27","","13","","","","101.07","","","","-8","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-05 05:00","2026","02","05","05:00","","-3.6","","-4.7","","92","","0.0","","27","","15","","","","101.04","","","","-9","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-05 06:00","2026","02","05","06:00","","-3.9","","-5.3","","90","","0.0","","29","","15","","","","101.00","","","","-9","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-05 07:00","2026","02","05","07:00","","-4.2","","-5.9","","88","","0.0","","28","","15","","","","101.02","","","","-10","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-05 08:00","2026","02","05","08:00","","-5.0","","-7.5","","83","","0.0","","28","","17","","","","101.02","","","","-11","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-05 09:00","2026","02","05","09:00","","-5.5","","-8.5","","80","","0.0","","27","","16","","","","101.03","","","","-11","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-05 10:00","2026","02","05","10:00","","-5.6","","-8.5","","80","","0.0","","26","","17","","","","100.99","","","","-12","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-05 11:00","2026","02","05","11:00","","-5.8","","-8.6","","80","","0.0","","25","","19","","","","100.99","","","","-12","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-05 12:00","2026","02","05","12:00","","-5.6","","-8.9","","77","","0.0","","27","","18","","","","100.95","","","","-12","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-05 13:00","2026","02","05","13:00","","-5.7","","-8.9","","78","","0.0","","28","","20","","","","100.88","","","","-12","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-05 14:00","2026","02","05","14:00","","-5.7","","-8.2","","82","","0.0","","27","","19","","","","100.83","","","","-12","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-05 15:00","2026","02","05","15:00","","-5.4","","-9.4","","73","","0.0","","26","","21","","","","100.82","","","","-12","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-05 16:00","2026","02","05","16:00","","-5.5","","-8.9","","77","","0.0","","27","","24","","","","100.84","","","","-13","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-05 17:00","2026","02","05","17:00","","-4.9","","-8.7","","75","","0.0","","27","","25","","","","100.86","","","","-12","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-05 18:00","2026","02","05","18:00","","-5.3","","-8.5","","78","","0.0","","28","","18","","","","100.90","","","","-12","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-05 19:00","2026","02","05","19:00","","-5.5","","-9.6","","73","","0.0","","31","","22","","","","100.94","","","","-13","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-05 20:00","2026","02","05","20:00","","-6.3","","-10.5","","72","","0.0","","31","","28","","","","100.98","","","","-14","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-05 21:00","2026","02","05","21:00","","-7.2","","-11.7","","70","","0.0","","31","","35","","","","100.99","","","","-16","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-05 22:00","2026","02","05","22:00","","-8.0","","-12.6","","70","","0.0","","30","","37","","","","101.03","","","","-18","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-05 23:00","2026","02","05","23:00","","-8.6","","-12.4","","74","","0.0","","30","","29","","","","101.05","","","","-18","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-06 00:00","2026","02","06","00:00","","-9.0","","-13.1","","72","","0.0","","29","","28","","","","101.08","","","","-18","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-06 01:00","2026","02","06","01:00","","-9.4","","-13.3","","73","","0.0","","29","","23","","","","101.07","","","","-18","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-06 02:00","2026","02","06","02:00","","-9.5","","-13.1","","75","","0.0","","30","","25","","","","101.04","","","","-18","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-06 03:00","2026","02","06","03:00","","-9.3","","-12.3","","79","","0.0","","29","","22","","","","101.04","","","","-17","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-06 04:00","2026","02","06","04:00","","-9.1","","-11.4","","83","","0.0","","29","","15","","","","101.07","","","","-16","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-06 05:00","2026","02","06","05:00","","-8.7","","-11.2","","82","","0.0","","30","","15","","","","101.10","","","","-15","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-06 06:00","2026","02","06","06:00","","-8.4","","-11.1","","81","","0.0","","31","","13","","","","101.12","","","","-14","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-06 07:00","2026","02","06","07:00","","-8.3","","-10.8","","82","","0.0","","32","","11","","","","101.15","","","","-14","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-06 08:00","2026","02","06","08:00","","-8.4","","-10.9","","82","","0.0","","34","","13","","","","101.11","","","","-14","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-06 09:00","2026","02","06","09:00","","-8.4","","-10.6","","85","","0.0","","32","","15","","","","101.10","","","","-15","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-06 10:00","2026","02","06","10:00","","-7.8","","-10.5","","81","","0.0","","33","","12","","","","101.09","","","","-13","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-06 11:00","2026","02","06","11:00","","-7.2","","-9.9","","81","","0.0","","34","","15","","","","101.05","","","","-13","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-06 12:00","2026","02","06","12:00","","-6.6","","-9.7","","79","","0.0","","3","","18","","","","100.95","","","","-13","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-06 13:00","2026","02","06","13:00","","-6.0","","-9.3","","78","","0.0","","3","","16","","","","100.87","","","","-12","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-06 14:00","2026","02","06","14:00","","-6.2","","-9.4","","78","","0.0","","4","","21","","","","100.77","","","","-13","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-06 15:00","2026","02","06","15:00","","-6.4","","-8.9","","82","","0.0","","1","","16","","","","100.75","","","","-13","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-06 16:00","2026","02","06","16:00","","-6.0","","-8.7","","81","","0.0","","1","","21","","","","100.65","","","","-13","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-06 17:00","2026","02","06","17:00","","-6.2","","-8.1","","86","","0.0","","2","","27","","","","100.51","","","","-14","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-06 18:00","2026","02","06","18:00","","-5.8","","-7.9","","85","","0.0","","2","","20","","","","100.52","","","","-13","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-06 19:00","2026","02","06","19:00","","-5.7","","-7.4","","88","","0.0","","4","","28","","","","100.42","","","","-14","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-06 20:00","2026","02","06","20:00","","-5.6","","-7.0","","90","","0.0","","3","","29","","","","100.43","","","","-14","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-06 21:00","2026","02","06","21:00","","-5.2","","-6.4","","91","","0.0","","1","","19","","","","100.41","","","","-12","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-06 22:00","2026","02","06","22:00","","-4.9","","-6.2","","90","","0.0","","2","","20","","","","100.35","","","","-11","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-06 23:00","2026","02","06","23:00","","-4.3","","-7.5","","78","","0.0","","5","","21","","","","100.32","","","","-11","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-07 00:00","2026","02","07","00:00","","-4.4","","-7.3","","81","","0.0","","4","","21","","","","100.24","","","","-11","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-07 01:00","2026","02","07","01:00","","-4.5","","-7.5","","80","","0.0","","3","","24","","","","100.21","","","","-12","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-07 02:00","2026","02","07","02:00","","-4.8","","-7.5","","81","","0.0","","3","","28","","","","100.18","","","","-12","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-07 03:00","2026","02","07","03:00","","-4.9","","-7.5","","82","","0.0","","1","","23","","","","100.15","","","","-12","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-07 04:00","2026","02","07","04:00","","-5.0","","-7.2","","85","","0.0","","1","","24","","","","100.12","","","","-12","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-07 05:00","2026","02","07","05:00","","-5.1","","-7.0","","87","","0.0","","1","","32","","","","100.09","","","","-13","","NA"
"-64.00","47.06","NORTH CAPE","8300516","2026-02-07 06:00","2026","02","07","06:00","","-5.0","","-6.8","","87","","0.0","","36","","30","","","","100.08","","","","-13","","NA"
